ForecastId,Province_State,Country_Region,Date,day_from_jan_first,Lat,Long,Country/Province,firstcase,density,medianage,urbanpop,hospibed,sexratio,lung,fertility,avgtemp,avghumidity,month,day,days_from_firstcase
54,,Albania,4/5/2020,96,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,5,29
55,,Albania,4/6/2020,97,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,6,30
56,,Albania,4/7/2020,98,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,7,31
57,,Albania,4/8/2020,99,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,8,32
58,,Albania,4/9/2020,100,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,9,33
59,,Albania,4/10/2020,101,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,10,34
60,,Albania,4/11/2020,102,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,11,35
61,,Albania,4/12/2020,103,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,12,36
62,,Albania,4/13/2020,104,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,13,37
63,,Albania,4/14/2020,105,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,14,38
64,,Albania,4/15/2020,106,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,15,39
65,,Albania,4/16/2020,107,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,16,40
66,,Albania,4/17/2020,108,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,17,41
67,,Albania,4/18/2020,109,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,18,42
68,,Albania,4/19/2020,110,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,19,43
69,,Albania,4/20/2020,111,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,20,44
70,,Albania,4/21/2020,112,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,21,45
71,,Albania,4/22/2020,113,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,22,46
72,,Albania,4/23/2020,114,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,23,47
73,,Albania,4/24/2020,115,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,24,48
74,,Albania,4/25/2020,116,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,25,49
75,,Albania,4/26/2020,117,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,26,50
76,,Albania,4/27/2020,118,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,27,51
77,,Albania,4/28/2020,119,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,28,52
78,,Albania,4/29/2020,120,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,29,53
79,,Albania,4/30/2020,121,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,4,30,54
80,,Albania,5/1/2020,122,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,5,1,55
81,,Albania,5/2/2020,123,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,5,2,56
82,,Albania,5/3/2020,124,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,5,3,57
83,,Albania,5/4/2020,125,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,5,4,58
84,,Albania,5/5/2020,126,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,5,5,59
85,,Albania,5/6/2020,127,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,5,6,60
86,,Albania,5/7/2020,128,41.1533,20.1683,Albania,3/7/2020,105,36,63,2.9,0.98,11.67,1.51,13.95,69.9,5,7,61
87,,Algeria,3/26/2020,86,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,3,26,31
88,,Algeria,3/27/2020,87,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,3,27,32
89,,Algeria,3/28/2020,88,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,3,28,33
90,,Algeria,3/29/2020,89,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,3,29,34
91,,Algeria,3/30/2020,90,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,3,30,35
92,,Algeria,3/31/2020,91,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,3,31,36
93,,Algeria,4/1/2020,92,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,1,37
94,,Algeria,4/2/2020,93,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,2,38
95,,Algeria,4/3/2020,94,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,3,39
96,,Algeria,4/4/2020,95,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,4,40
97,,Algeria,4/5/2020,96,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,5,41
98,,Algeria,4/6/2020,97,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,6,42
99,,Algeria,4/7/2020,98,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,7,43
100,,Algeria,4/8/2020,99,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,8,44
101,,Algeria,4/9/2020,100,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,9,45
102,,Algeria,4/10/2020,101,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,10,46
103,,Algeria,4/11/2020,102,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,11,47
104,,Algeria,4/12/2020,103,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,12,48
105,,Algeria,4/13/2020,104,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,13,49
106,,Algeria,4/14/2020,105,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,14,50
107,,Algeria,4/15/2020,106,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,15,51
108,,Algeria,4/16/2020,107,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,16,52
109,,Algeria,4/17/2020,108,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,17,53
110,,Algeria,4/18/2020,109,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,18,54
111,,Algeria,4/19/2020,110,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,19,55
112,,Algeria,4/20/2020,111,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,20,56
113,,Algeria,4/21/2020,112,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,21,57
114,,Algeria,4/22/2020,113,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,22,58
115,,Algeria,4/23/2020,114,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,23,59
116,,Algeria,4/24/2020,115,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,24,60
117,,Algeria,4/25/2020,116,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,25,61
118,,Algeria,4/26/2020,117,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,26,62
119,,Algeria,4/27/2020,118,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,27,63
120,,Algeria,4/28/2020,119,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,28,64
121,,Algeria,4/29/2020,120,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,29,65
122,,Algeria,4/30/2020,121,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,4,30,66
123,,Algeria,5/1/2020,122,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,5,1,67
124,,Algeria,5/2/2020,123,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,5,2,68
125,,Algeria,5/3/2020,124,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,5,3,69
126,,Algeria,5/4/2020,125,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,5,4,70
127,,Algeria,5/5/2020,126,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,5,5,71
128,,Algeria,5/6/2020,127,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,5,6,72
129,,Algeria,5/7/2020,128,28.0339,1.6596,Algeria,2/24/2020,18,29,73,1.9,1.03,8.77,2.7,19.56666667,61.71666667,5,7,73
130,,Andorra,3/26/2020,86,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,3,26,25
131,,Andorra,3/27/2020,87,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,3,27,26
132,,Andorra,3/28/2020,88,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,3,28,27
133,,Andorra,3/29/2020,89,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,3,29,28
134,,Andorra,3/30/2020,90,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,3,30,29
135,,Andorra,3/31/2020,91,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,3,31,30
136,,Andorra,4/1/2020,92,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,1,31
137,,Andorra,4/2/2020,93,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,2,32
138,,Andorra,4/3/2020,94,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,3,33
139,,Andorra,4/4/2020,95,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,4,34
140,,Andorra,4/5/2020,96,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,5,35
141,,Andorra,4/6/2020,97,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,6,36
142,,Andorra,4/7/2020,98,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,7,37
143,,Andorra,4/8/2020,99,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,8,38
144,,Andorra,4/9/2020,100,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,9,39
145,,Andorra,4/10/2020,101,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,10,40
146,,Andorra,4/11/2020,102,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,11,41
147,,Andorra,4/12/2020,103,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,12,42
148,,Andorra,4/13/2020,104,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,13,43
149,,Andorra,4/14/2020,105,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,14,44
150,,Andorra,4/15/2020,106,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,15,45
151,,Andorra,4/16/2020,107,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,16,46
152,,Andorra,4/17/2020,108,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,17,47
153,,Andorra,4/18/2020,109,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,18,48
154,,Andorra,4/19/2020,110,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,19,49
155,,Andorra,4/20/2020,111,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,20,50
156,,Andorra,4/21/2020,112,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,21,51
157,,Andorra,4/22/2020,113,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,22,52
158,,Andorra,4/23/2020,114,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,23,53
159,,Andorra,4/24/2020,115,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,24,54
160,,Andorra,4/25/2020,116,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,25,55
161,,Andorra,4/26/2020,117,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,26,56
162,,Andorra,4/27/2020,118,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,27,57
163,,Andorra,4/28/2020,119,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,28,58
164,,Andorra,4/29/2020,120,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,29,59
165,,Andorra,4/30/2020,121,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,4,30,60
166,,Andorra,5/1/2020,122,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,5,1,61
167,,Andorra,5/2/2020,123,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,5,2,62
168,,Andorra,5/3/2020,124,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,5,3,63
169,,Andorra,5/4/2020,125,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,5,4,64
170,,Andorra,5/5/2020,126,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,5,5,65
171,,Andorra,5/6/2020,127,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,5,6,66
172,,Andorra,5/7/2020,128,42.5063,1.5218,Andorra,3/1/2020,164,45,88,2.5,1.06,24.50554878,1.4,7.383333333,75.23333333,5,7,67
173,,Angola,3/26/2020,86,-8.830833,13.245,Angola,3/21/2020,26,17,67,3.299400539,1.007204301,24.50554878,5.6,21.55,67.65383772,3,26,5
174,,Angola,3/27/2020,87,-8.830833,13.245,Angola,3/21/2020,26,17,67,3.299400539,1.007204301,24.50554878,5.6,21.55,67.65383772,3,27,6
175,,Angola,3/28/2020,88,-8.830833,13.245,Angola,3/21/2020,26,17,67,3.299400539,1.007204301,24.50554878,5.6,21.55,67.65383772,3,28,7
176,,Angola,3/29/2020,89,-8.830833,13.245,Angola,3/21/2020,26,17,67,3.299400539,1.007204301,24.50554878,5.6,21.55,67.65383772,3,29,8
177,,Angola,3/30/2020,90,-8.830833,13.245,Angola,3/21/2020,26,17,67,3.299400539,1.007204301,24.50554878,5.6,21.55,67.65383772,3,30,9
